Sentence	Tag	TaggedSentence
On April 3, 2014, B&G Foods, Inc. (B&G Foods) announced that it has entered into an agreement to acquire Specialty Brands of America, Inc. (Specialty Brands) and related entities from affiliates of American Capital, Ltd. and certain individuals for approximately $155 million in cash.	ACQ	On April 3, 2014, B&G Foods, Inc. (B&G Foods) announced that it has entered into an agreement to acquire <ORG> (Specialty Brands) and related entities from affiliates of <ORG> and certain individuals for approximately $155 million in cash.
Joint Ventures, Conference Call Schedules, Stock Price Updates, Appointments, and Share Repurchase Programs - Analyst Notes on American Airlines, United Rentals, Liberty Global, Melco Crown, and Ctrip	NVNSP	Joint Ventures, Conference Call Schedules, Stock Price Updates, Appointments, and Share Repurchase Programs - Analyst Notes on <LOC>n Airlines, <ORG> Rentals, Liberty Global, Melco Crown, and <PER>
NEW YORK, April 10, 2014 /PRNewswire/ -- Today, Analysts Review released its analysts' notes regarding American Airlines Group Inc. (NASDAQ: AAL), United Rentals, Inc. (NYSE: URI), Liberty Global Inc. (NASDAQ: LBTYA), Melco Crown Entertainment Ltd. (NASDAQ: MPEL), and Ctrip.com...	NVNSP	NEW YORK, April 10, 2014 /PRNewswire/ -- Today, Analysts Review released its analysts' notes regarding <ORG> (NAS<ORG>AQ: AAL), <ORG> Rentals, Inc. (<ORG>: URI), <ORG> (NAS<ORG>AQ: LBTYA), <ORG> (NAS<ORG>AQ: M<ORG>L), and <LOC>...
Today, Analysts Review released its analysts' notes regarding American Airlines Group Inc. (NASDAQ: AAL), United Rentals, Inc. (NYSE: URI), Liberty Global Inc. (NASDAQ: LBTYA), Melco Crown Entertainment Ltd. (NASDAQ: MPEL), and Ctrip.com	NVNSP	Today, Analysts Review released its analysts' notes regarding <ORG> (NAS<ORG>AQ: AAL), <ORG> Rentals, Inc. (<ORG>: URI), <ORG> (NAS<ORG>AQ: LBTYA), <ORG> (NAS<ORG>AQ: M<ORG>L), and <LOC>
Joint Ventures, Conference Call Schedules, Stock Price Updates, Appointments, and Share Repurchase Programs - Analyst Notes on American Airlines, United Rentals, Liberty Global, Melco Crown, and Ctrip	NJOB	Joint Ventures, Conference Call Schedules, Stock Price Updates, Appointments, and Share Repurchase Programs - Analyst Notes on <LOC>n Airlines, <ORG> Rentals, Liberty Global, Melco Crown, and <PER>
NEW YORK, April 10, 2014 /PRNewswire/ -- Today, Analysts Review released its analysts' notes regarding American Airlines Group Inc. (NASDAQ: AAL), United Rentals, Inc. (NYSE: URI), Liberty Global Inc. (NASDAQ: LBTYA), Melco Crown Entertainment Ltd. (NASDAQ: MPEL), and Ctrip.com...	NJOB	NEW YORK, April 10, 2014 /PRNewswire/ -- Today, Analysts Review released its analysts' notes regarding <ORG> (NAS<ORG>AQ: AAL), <ORG> Rentals, Inc. (<ORG>: URI), <ORG> (NAS<ORG>AQ: LBTYA), <ORG> (NAS<ORG>AQ: M<ORG>L), and <LOC>...
Today, Analysts Review released its analysts' notes regarding American Airlines Group Inc. (NASDAQ: AAL), United Rentals, Inc. (NYSE: URI), Liberty Global Inc. (NASDAQ: LBTYA), Melco Crown Entertainment Ltd. (NASDAQ: MPEL), and Ctrip.com	NJOB	Today, Analysts Review released its analysts' notes regarding <ORG> (NAS<ORG>AQ: AAL), <ORG> Rentals, Inc. (<ORG>: URI), <ORG> (NAS<ORG>AQ: LBTYA), <ORG> (NAS<ORG>AQ: M<ORG>L), and <LOC>
US Airways will join the joint business as an affiliate member until it fully integrates operations with American Airlines as part of their merger to create the largest airline in the world.	ACQ	<ORG> will join the joint business as an affiliate member until it fully integrates operations with <LOC>n Airlines as part of their merger to create the largest airline in the world.
The Company awaits the approval of European Commission for its proposed merger with Ziggo N.V., aimed at expanding its operations in Europe.	ACQ	<ORG> awaits the approval of <ORG> for its proposed merger with <ORG>, aimed at expanding its operations in <LOC>.
According to the report, Melco Crown's billionaire CEO Lawrence Ho stated that the Company will begin hiring for Studio City by the end of this year, about six months before the scheduled opening in mid-2015.	NJOB	According to the report, Melco Crown's billionaire CEO <PER> stated that the Company will begin hiring for Studio City by the end of this year, about six months before the scheduled opening in mid-2015.
Earlier this year, British retail major Tesco formed a joint venture with the Tata Group firm by buying a 50 per cent stake in Trent Hypermarket Ltd (THL) for about 85 million pounds.	ACQ	Earlier this year, British retail major <ORG> formed a joint venture with the <ORG> Group firm by buying a 50 per cent stake in <ORG> Ltd (THL) for about 85 million pounds.
eBay ends war with Carl Icahn	NJOB	eBay ends war with <PER>
The activist investor will drop his proposal to split off PayPal, while eBay will appoint one of Icahn's nominees to its board of directors.	JOB	The activist investor will drop his proposal to split off <ORG>, while eBay will appoint one of Icahn's nominees to its board of directors.
Icahn will withdraw his proposal that the board spin off eBay's PayPal business and appoint two of his choices to the board of directors, eBay said on Thursday.	JOB	Icahn will withdraw his proposal that the board spin off eBay's <ORG> business and appoint two of his choices to the board of directors, eBay said on Thursday.
Icahn had publicly condemned eBay for not considering a spinoff of its PayPal business and had pressured the company to appoint two of his nominees to the board.	JOB	Icahn had publicly condemned eBay for not considering a spinoff of its <ORG> business and had pressured the company to appoint two of his nominees to the board.
Mulayam Singh Yadav had opposed the new law in the Parliament saying that it will divide the society and nobody would hire women for any work fearing a false case later.	NJOB	Mulayam <PER> Yadav had opposed the new law in the <ORG> saying that it will divide the society and nobody would hire women for any work fearing a false case later.
UPDATE 2-Goldcorp makes higher offer for Osisko, says it tops Yamana bid	ACQ	UP<ORG>ATE 2-Goldcorp makes higher offer for <LOC>, says it tops Yamana bid
(Adds interview with Osisko CEO, details on competing offers)	ACQ	(Adds interview with <LOC> CEO, details on competing offers)
TORONTO, April 10 (Reuters) - Goldcorp Inc hiked its hostile takeover offer for smaller Canadian gold miner Osisko Mining Corp to about C$3.6 billion ($3.3 billion) on Thursday as it sought to top a complex white knight bid from Yamana Gold Inc.	ACQ	<LOC>, April 10 (<ORG>) - Goldcorp Inc hiked its hostile takeover offer for smaller <LOC> gold miner <ORG> to about C$3.6 billion ($3.3 billion) on Thursday as it sought to top a complex white knight bid from <ORG>
Vancouver-based Goldcorp, the world's second-biggest gold miner by market value, raised its offer to C$7.65 a share for Osisko, which has one producing gold mine, Canadian Malartic in Quebec.	ACQ	<LOC>-based Goldcorp, the world's second-biggest gold miner by market value, raised its offer to C$7.65 a share for <LOC>, which has one producing gold mine, <LOC> Malartic in <LOC>.
Ratan Tata appointed board member of China-backed Boao Forum	JOB	Ratan <ORG> appointed board member of <LOC>-backed <LOC> Forum
Ratan Tata, the doyen of Indian industry, was inducted as a member of the Board of Boao Forum for Asia (BFA).	JOB	Ratan <ORG>, the doyen of <LOC>n industry, was inducted as a member of the <ORG> of <LOC> Forum for <LOC> (<ORG>).
Suzlon was forced to sell the 240-megawatt wind farm, located in the mid-Westernstate of Illinois and owned by Edison Mission Energy, after it went bankrupt.	ACQ	<ORG> was forced to sell the 240-megawatt wind farm, located in the mid-<LOC>ernstate of <LOC> and owned by <ORG>, after it went bankrupt.
Suzlon acquired the farm asset in lieu of the loan defaulted by Edison.	ACQ	<ORG> acquired the farm asset in lieu of the loan defaulted by <LOC>.
Appoint secretary to Bhopal gas rehab panel: HC to MP govt	JOB	Appoint secretary to <LOC> gas rehab panel: HC to MP govt
Madhya Pradesh High Court has ordered the state government to appoint a secretary in five member monitoring committee for rehabilitation and assistance of Bhopal gas tragedy survivours.	JOB	<LOC> <ORG> has ordered the state government to appoint a secretary in five member monitoring committee for rehabilitation and assistance of <LOC> gas tragedy survivours.
Etihad, Jet to sponsor Mumbai Indians	VNSP	Etihad, Jet to sponsor <LOC> <ORG>
Gulf carrier Etihad Airways and its equity partner in India, Jet Airways, have signed up a new sponsorship deal making them principal sponsors and official airlines of IPL franchise Mumbai Indians (MI).	VNSP	Gulf carrier <ORG> and its equity partner in <LOC>, <ORG>, have signed up a new sponsorship deal making them principal sponsors and official airlines of <ORG> franchise <LOC> <ORG> (MI).
High valuations of top pharma firms may trigger M&amp;As	ACQ	High valuations of top pharma firms may trigger M&amp;As
Sun Pharma's acquisition of Ranbaxy could open the gates to more such deals in future given the valuation gap in the pharma industry.	ACQ	<ORG>'s acquisition of <ORG> could open the gates to more such deals in future given the valuation gap in the pharma industry.
