Sentence	Tag	TaggedSentence
Analysts at Espirito Santo investment bank said that at an enterprise value to forecast 2015 EBITDA multiple of 9.6 and a premium of 27 percent to Wednesday's close, the reported price GE was offering still represented a 14 percent discount to the rest of the European capital goods sector.	NACQ	analysts at <org> investment bank said that at an enterprise value to forecast 2015 <org> multiple of 9.6 and a premium of 27 percent to wednesday's close, the reported price <org> was offering still represented a 14 percent discount to the rest of the <loc> capital goods sector.
GM said it is being investigated by the U.S. Attorney's...;  ;  1 of 2.The General Motors logo is seen outside its headquarters at the Renaissance Center in Detroit, Michigan in this file photograph taken August 25, 2009.	NACQ	<org> said it is being investigated by the <org>'s...;  ;  1 of 2.the <org> logo is seen outside its headquarters at the <org> in <loc>, <loc> in this file photograph taken august 25, 2009.
Universal Health Services, Inc. Reports 2014 First Quarter Financial Results And Acquisition Of Behavioral Health Care Facility In Washington, D.C.;  ;  KING OF PRUSSIA, Pa., April 24, 2014 /PRNewswire/ -- Universal Health Services, Inc. (NYSE: UHS) announced today that its reported net income attributable to UHS was $138.1 million, or $1.38 per diluted share, during the first quarter of 2014 as compared to $119.8 million, or $1.21 per diluted share, during the comparable quarter of 2013.	ACQ	<org> reports 2014 first quarter financial results and acquisition of behavioral health care facility in <loc>, d.c.;  ;  king of <loc>, pa., april 24, 2014 /prnewswire/ -- <org> (<org>: uhs) announced today that its reported net income attributable to uhs was $138.1 million, or $1.38 per diluted share, during the first quarter of 2014 as compared to $119.8 million, or $1.21 per diluted share, during the comparable quarter of 2013.
The acquisition of PIW complements our 371-bed George Washington University Hospital and further strengthens our presence and commitment to this very important market.	ACQ	the acquisition of <org> complements our 371-bed <org> and further strengthens our presence and commitment to this very important market.
It acts as the advisor to Universal Health Realty Income Trust, a real estate investment trust (NYSE: UHT).	NACQ	it acts as the advisor to <org>, a real estate investment trust (<org>: uht).
"Seacoast Signs Definitive Merger Agreement To Acquire The BANKshares, Inc.;  ;  STUART, Fla., April 24, 2014 /PRNewswire/ -- Seacoast Banking Corporation of Florida (NASDAQ-NMS: SBCF) and The BANKshares, Inc. (""BANKshares"") announced today the signing of a definitive agreement pursuant to which BANKshares will merge with and into Seacoast."	ACQ	"<org> signs definitive merger agreement to acquire <org>;  ;  <loc>, <loc>, april 24, 2014 /prnewswire/ -- <org> (nasdaq-nms: sbcf) and <org> (""bankshares"") announced today the signing of a definitive agreement pursuant to which bankshares will merge with and into <org>."
"Seacoast Financial Corporation (""Seacoast"") will file with the Securities and Exchange Commission (""SEC"") a registration statement on Form S-4 containing a joint proxy statement/prospectus of The BANKshares, Inc. (""BANKshares"") and Seacoast, and Seacoast will file other documents with respect to the proposed merger."	ACQ	"<org> (""<org>"") will file with the <org> (""sec"") a registration statement on form s-4 containing a joint proxy statement/prospectus of <org> (""bankshares"") and <org>, and <org> will file other documents with respect to the proposed merger."
"Ballard Closes Strategic Intellectual Property Transaction with United Technologies Corp.;  ;  Acquisition of United Technologies fuel cell IP portfolio Strategic alliance with United Technologies focused on IP licensing VANCOUVER, April 24, 2014 /PRNewswire/ - Ballard Power Systems (NASDAQ: BLDP)( TSX: BLD) today announced that it has acquired the transportation- and...;  ;  VANCOUVER, April 24, 2014 /PRNewswire/ - Ballard Power Systems (NASDAQ: BLDP)( TSX: BLD) today announced that it has acquired the transportation- and stationary-related fuel cell intellectual property (IP) assets of United Technologies Corporation (""UTC"", NYSE: UTX)."	NACQ	"<per> closes strategic intellectual property transaction with <org>.;  ;  acquisition of <org> fuel cell ip portfolio strategic alliance with <org> focused on ip licensing <loc>, april 24, 2014 /prnewswire/ - <org> (nasdaq: bldp)( tsx: bld) today announced that it has acquired the transportation- and...;  ;  <loc>, april 24, 2014 /prnewswire/ - <org> (nasdaq: bldp)( tsx: bld) today announced that it has acquired the transportation- and stationary-related fuel cell intellectual property (ip) assets of <org> (""<org>"", nyse: utx)."
The Advisory Council will focus on licensing and other commercial market opportunities arising from the combination of the acquired UTC portfolio with Ballard's extensive intellectual property.	NACQ	the <org> will focus on licensing and other commercial market opportunities arising from the combination of the acquired <org> portfolio with <per>'s extensive intellectual property.
ITASCA, Ill., April 24, 2014 /PRNewswire/ -- Arthur J. Gallagher & Co. (NYSE: AJG) today announced the acquisition of American Wholesalers Underwriting, Ltd. in Stamford, Connecticut.	ACQ	<loc>, ill., april 24, 2014 /prnewswire/ -- <org> (<org>: ajg) today announced the acquisition of <org> in <loc>, <loc>.
"John Shea and his associates will continue to operate from their Stamford and Bonita Springs, Florida locations under the direction of Joel Cavaness, President of Risk Placement Services, Inc., a subsidiary of Arthur J. Gallagher & Co.;  ;  ""AWU's successful growth stems from their strong underwriting expertise and quality client-focused culture which makes them an outstanding merger partner."	ACQ	"<per> and his associates will continue to operate from their <loc> and <loc>, <loc> locations under the direction of <per>, president of <org>, a subsidiary of <org>;  ;  ""<org>'s successful growth stems from their strong underwriting expertise and quality client-focused culture which makes them an outstanding merger partner."
"VANCOUVER, April 24, 2014 /PRNewswire/ - Tanzania Minerals Corp. (the ""Company"" or ""TZM"") (TSX-V: TZM.V) (FRANKFURT: TM0.F) is pleased to announce that it has entered into a letter of intent to acquire from Twigg Gold Ltd. (""Twigg"") its 75% and 90% interest in the Igurubi and Msasa gold projects, respectively."	ACQ	"vancouver, april 24, 2014 /prnewswire/ - <org> (the ""company"" or ""tzm"") (tsx-v: tzm.v) (<loc>: tm0.f) is pleased to announce that it has entered into a letter of intent to acquire from <org> (""<per>"") its 75% and 90% interest in the <per> and <org>, respectively."
